Application Date,Contact Email,Contact Phone Number,Company Name,Job Title,Job Url,Resume Name,Question And Answers,Status Date,Tempo_resposta_dias
2024-06-15,valerie.nguyen1@gmail.com,001-842-694-5005x342,BlueLeaf,Mobile Developer,https://www.linkedin.com/jobs/view/mobile-developer-7203,CV_Valerie_4.pdf,"Q: Preferred work model?
A: Expected salary: R$ 5681

Q: Salary expectations?
A: My LinkedIn: https://www.aragao.org/

Q: What is your notice period?
A: Those stage reach could century interview lawyer population I.

Q: What is your notice period?
A: Prefer hybrid, 2-3 times a week in office.

Q: Do you have experience with remote teams?
A: Prefer hybrid, 2-3 times a week in office.",2024-07-26,41
2025-10-30,jordan.ortiz2025@example.com,307-351-0458,UrbanNest,Mobile Developer,https://www.linkedin.com/jobs/view/mobile-developer-3131,resume_6.pdf,"Q: LinkedIn profile link?
A: Notice period: immediate

Q: Salary expectations?
A: Current provide the customer I state try keep effect join hour statement.

Q: What is your notice period?
A: Notice period: 1 month

Q: Why are you interested in this role?
A: I have full authorization to work in the country.",2025-11-12,13
2024-12-26,sandra.hardy1@outlook.com,5687611249,AlphaCreative,Marketing Specialist,https://www.linkedin.com/jobs/view/marketing-specialist-8054,CV_Sandra_3.pdf,"Q: Salary expectations?
A: Quam facilis omnis consequuntur doloribus laboriosam eaque ex.

Q: Describe a challenge you solved recently.
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Preferred work model?
A: Non similique ducimus dolorem sed nesciunt corrupti accusamus facilis.

Q: Do you have experience with remote teams?
A: Prefer hybrid, 2-3 times a week in office.

Q: What is your notice period?
A: Expected salary: R$ 5505",2025-02-01,37
2024-01-28,ana.beatriz.porto2025@gmail.com,633.691.1289x812,NimbusAI,Backend Developer,https://www.linkedin.com/jobs/view/backend-developer-4253,CV_Ana_1.pdf,"Q: Preferred work model?
A: Expected salary: R$ 18211

Q: What is your notice period?
A: I have full authorization to work in the country.

Q: Describe a challenge you solved recently.
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: LinkedIn profile link?
A: Notice period: 1 month",2024-02-27,30
2024-05-27,lara.rocha1@outlook.com,+55 71 6300-0998,BlueLeaf,DevOps Engineer,https://www.linkedin.com/jobs/view/devops-engineer-3057,LinkedIn_Resume_536.pdf,"Q: LinkedIn profile link?
A: Notice period: 30 days

Q: What is your notice period?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: LinkedIn profile link?
A: Expected salary: R$ 10524

Q: Describe a challenge you solved recently.
A: Expected salary: R$ 12278

Q: Describe a challenge you solved recently.
A: I have full authorization to work in the country.",2024-06-23,27
2025-06-10,eric.guerrero1@example.com,+55 71 2770-7070,CuraTech,HR Generalist,https://www.linkedin.com/jobs/view/hr-generalist-1076,CV_Eric_1.pdf,"Q: Do you have work authorization in this country?
A: Expected salary: R$ 19827

Q: Do you have experience with remote teams?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Why are you interested in this role?
A: Expected salary: R$ 5106

Q: What is your notice period?
A: Prefer hybrid, 2-3 times a week in office.",2025-07-01,21
2025-05-17,arthur.wiggins_app@gmail.com,+55 31 8569-5579,Viva Retail,Software Engineer,https://www.linkedin.com/jobs/view/software-engineer-6184,CV_Arthur_2.pdf,"Q: Do you have experience with remote teams?
A: I have full authorization to work in the country.

Q: Do you have experience with remote teams?
A: Draw American first call employee continue none alone first.

Q: Do you have work authorization in this country?
A: Notice period: 2 weeks

Q: What is your notice period?
A: Expected salary: R$ 13172",2025-07-13,57
2025-07-15,evelyn.souza@outlook.com,+1-895-965-4663x454,MarketMind,Software Engineer,https://www.linkedin.com/jobs/view/software-engineer-8807,CV_Evelyn_4.pdf,"Q: Do you have work authorization in this country?
A: Expected salary: R$ 9783

Q: Preferred work model?
A: Yes — I collaborated with distributed teams across Americas and EMEA.",2025-08-29,45
2024-06-10,leonardo.gomes2025@outlook.com,7173279805,ModaCasa,UX Designer,https://www.linkedin.com/jobs/view/ux-designer-7375,LinkedIn_Resume_880.pdf,"Q: Do you have work authorization in this country?
A: Notice period: 2 weeks

Q: Do you have work authorization in this country?
A: Aperiam molestiae occaecati tenetur veritatis voluptatibus excepturi nostrum tempora vero facere.

Q: What is your notice period?
A: Notice period: 2 weeks

Q: Do you have work authorization in this country?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Describe a challenge you solved recently.
A: Expected salary: R$ 17136",2024-07-27,47
2024-07-02,robert.ewing_app@gmail.com,+1-225-606-2953x5063,BlueLeaf,Frontend Developer,https://www.linkedin.com/jobs/view/frontend-developer-4874,LinkedIn_Resume_575.pdf,"Q: Do you have work authorization in this country?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Why are you interested in this role?
A: Notice period: immediate

Q: LinkedIn profile link?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Describe a challenge you solved recently.
A: Expected salary: R$ 12806

Q: Do you have experience with remote teams?
A: My LinkedIn: http://dominguez-maynard.net/",2024-08-17,46
2025-02-15,lonnie.burnett2025@example.com,+55 81 2297-1252,NeoBuild,Full Stack Developer,https://www.linkedin.com/jobs/view/full-stack-developer-8296,CV_Lonnie_1.pdf,"Q: What is your notice period?
A: Thousand whole including land business month official product with focus room difficult enough fast bar next.

Q: Why are you interested in this role?
A: My LinkedIn: https://santos.net/

Q: Do you have experience with remote teams?
A: My LinkedIn: http://www.smith.com/",2025-03-17,30
2025-08-31,amanda.hunt@outlook.com,583-938-6613x31552,NimbusAI,HR Generalist,https://www.linkedin.com/jobs/view/hr-generalist-8955,LinkedIn_Resume_733.pdf,"Q: Why are you interested in this role?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: LinkedIn profile link?
A: My LinkedIn: https://rogers.org/

Q: LinkedIn profile link?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Describe a challenge you solved recently.
A: Expected salary: R$ 8414

Q: Do you have work authorization in this country?
A: Expected salary: R$ 18965",2025-10-13,43
2024-09-08,luiz.henrique.teixeira@hotmail.com,001-131-292-0875x102,ModaCasa,Operations Manager,https://www.linkedin.com/jobs/view/operations-manager-3736,LinkedIn_Resume_544.pdf,"Q: Preferred work model?
A: Expected salary: R$ 6701

Q: Why are you interested in this role?
A: Modi distinctio aut reprehenderit dolores deleniti error rerum vero nobis dolor facere consectetur numquam asperiores ducimus.

Q: Describe a challenge you solved recently.
A: My LinkedIn: http://lopes.com/",2024-09-29,21
2024-07-12,mariane.barros1@gmail.com,+55 (051) 3468 6163,SafeHarbor,Frontend Developer,https://www.linkedin.com/jobs/view/frontend-developer-7138,CV_Mariane_1.pdf,"Q: Do you have work authorization in this country?
A: Notice period: immediate

Q: Why are you interested in this role?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: What is your notice period?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL",2024-08-28,47
2024-01-26,kim.sanders1@example.com,(149)915-3703x8240,MarketMind,Marketing Specialist,https://www.linkedin.com/jobs/view/marketing-specialist-9582,LinkedIn_Resume_443.pdf,"Q: Describe a challenge you solved recently.
A: My LinkedIn: http://silveira.br/

Q: LinkedIn profile link?
A: Notice period: 2 weeks

Q: What is your notice period?
A: Yes — I collaborated with distributed teams across Americas and EMEA.",2024-03-08,42
2024-09-27,adam.oliver1@gmail.com,+55 (021) 0823-5309,PurePharm,DevOps Engineer,https://www.linkedin.com/jobs/view/devops-engineer-7551,CV_Adam_2.pdf,"Q: What is your notice period?
A: Voluptatibus incidunt velit aut velit nam nulla commodi vel velit repudiandae molestias voluptate repellendus.

Q: Salary expectations?
A: I have full authorization to work in the country.",2024-11-26,60
2024-11-13,jessica.robinson1@example.com,(011) 1340-7451,QuantumApps,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-9850,resume_4.pdf,"Q: What is your notice period?
A: Prefer hybrid, 2-3 times a week in office.

Q: Do you have work authorization in this country?
A: My LinkedIn: https://www.peixoto.br/

Q: What is your notice period?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Why are you interested in this role?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL",2025-01-09,57
2025-10-20,dra..emanuella.castro_app@outlook.com,0800 478 5501,Viva Retail,Backend Developer,https://www.linkedin.com/jobs/view/backend-developer-3200,resume_4.pdf,"Q: Describe a challenge you solved recently.
A: I have full authorization to work in the country.

Q: Describe a challenge you solved recently.
A: I have full authorization to work in the country.",2025-10-29,9
2024-04-14,dr..breno.carvalho1@outlook.com,+55 61 0428-8605,Solaris Energy,Customer Success Manager,https://www.linkedin.com/jobs/view/customer-success-manager-2678,CV_Dr._1.pdf,"Q: Do you have work authorization in this country?
A: My LinkedIn: http://sanders-lawson.com/

Q: Preferred work model?
A: My LinkedIn: https://hines-schneider.com/",2024-04-22,8
2025-04-21,matheus.rodrigues2025@outlook.com,+55 41 6826-9116,ByteForge,Full Stack Developer,https://www.linkedin.com/jobs/view/full-stack-developer-5193,CV_Matheus_2.pdf,"Q: Do you have experience with remote teams?
A: Prefer hybrid, 2-3 times a week in office.

Q: Why are you interested in this role?
A: My LinkedIn: http://peixoto.br/",2025-06-14,54
2024-07-16,brittany.rodriguez@gmail.com,81 7062-9328,ByteForge,Operations Manager,https://www.linkedin.com/jobs/view/operations-manager-6823,resume_6.pdf,"Q: Why are you interested in this role?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Do you have experience with remote teams?
A: Notice period: 2 weeks

Q: Do you have work authorization in this country?
A: Fire impact word first put best about safe yes lead.

Q: Why are you interested in this role?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Do you have experience with remote teams?
A: Prefer hybrid, 2-3 times a week in office.",2024-09-10,56
2024-07-12,luiz.felipe.silva_app@hotmail.com,001-861-405-7861x70630,BrightBridge,Mobile Developer,https://www.linkedin.com/jobs/view/mobile-developer-9907,LinkedIn_Resume_452.pdf,"Q: Salary expectations?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Why are you interested in this role?
A: Prefer hybrid, 2-3 times a week in office.

Q: What is your notice period?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: LinkedIn profile link?
A: Notice period: 30 days",2024-07-21,9
2024-07-23,christopher.nichols2025@hotmail.com,+55 31 4255-6383,CuraTech,Customer Success Manager,https://www.linkedin.com/jobs/view/customer-success-manager-6914,LinkedIn_Resume_459.pdf,"Q: Describe a challenge you solved recently.
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Do you have experience with remote teams?
A: Notice period: 1 month

Q: Describe a challenge you solved recently.
A: I have full authorization to work in the country.",2024-07-31,8
2024-09-23,paulo.gomes@outlook.com,(061) 6511 8102,SafeHarbor,Sales Representative,https://www.linkedin.com/jobs/view/sales-representative-5676,resume_2.pdf,"Q: Salary expectations?
A: Them dark magazine better number student price moment red.

Q: Why are you interested in this role?
A: Yes — I collaborated with distributed teams across Americas and EMEA.",2024-11-06,44
2025-01-01,angela.monroe_app@hotmail.com,(025)213-1096,ModaCasa,HR Generalist,https://www.linkedin.com/jobs/view/hr-generalist-5067,CV_Angela_2.pdf,"Q: Preferred work model?
A: My LinkedIn: http://da.com/

Q: Preferred work model?
A: I have full authorization to work in the country.

Q: Preferred work model?
A: Expected salary: R$ 18376

Q: Why are you interested in this role?
A: Ab tenetur deleniti dicta ut dolores assumenda necessitatibus aliquid voluptates laborum aliquid at est voluptatem quibusdam.",2025-01-05,4
2024-10-27,stephanie.salazar_app@gmail.com,21 6872-7743,ByteForge,Project Coordinator,https://www.linkedin.com/jobs/view/project-coordinator-7939,CV_Stephanie_4.pdf,"Q: What is your notice period?
A: Expected salary: R$ 6296

Q: Describe a challenge you solved recently.
A: I have full authorization to work in the country.",2024-12-08,42
2024-06-14,cecília.souza1@hotmail.com,+55 71 4013-4808,TechWave,UX Designer,https://www.linkedin.com/jobs/view/ux-designer-3108,CV_Cecília_2.pdf,"Q: Do you have work authorization in this country?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Do you have work authorization in this country?
A: My LinkedIn: https://may.info/",2024-07-13,29
2025-09-22,joel.salinas@example.com,+55 (061) 2660-9379,Skyline Solutions,Quality Assurance,https://www.linkedin.com/jobs/view/quality-assurance-7511,CV_Joel_1.pdf,"Q: Salary expectations?
A: Home relate day sell speak artist big the cost for leader energy television.

Q: Preferred work model?
A: My LinkedIn: https://taylor.net/

Q: Salary expectations?
A: Mollitia laudantium consequuntur et iste amet facere ab consequatur.

Q: LinkedIn profile link?
A: Notice period: immediate",2025-10-01,9
2025-05-10,rodrigo.cunha2025@outlook.com,+55 (011) 8267 7345,Solaris Energy,UX Designer,https://www.linkedin.com/jobs/view/ux-designer-4683,CV_Rodrigo_2.pdf,"Q: Do you have experience with remote teams?
A: Expected salary: R$ 15464

Q: LinkedIn profile link?
A: Across nothing blue work expect writer myself.

Q: Salary expectations?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Why are you interested in this role?
A: Yes — I collaborated with distributed teams across Americas and EMEA.",2025-06-13,34
2024-11-06,daniel.oliveira_app@gmail.com,71 0450 9563,ModaCasa,Sales Representative,https://www.linkedin.com/jobs/view/sales-representative-9919,CV_Daniel_1.pdf,"Q: Describe a challenge you solved recently.
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Do you have work authorization in this country?
A: Notice period: 30 days

Q: LinkedIn profile link?
A: Prefer hybrid, 2-3 times a week in office.

Q: LinkedIn profile link?
A: My LinkedIn: http://www.nogueira.org/

Q: LinkedIn profile link?
A: I have full authorization to work in the country.",2024-12-26,50
2024-05-11,thiago.teixeira2025@gmail.com,202-320-9140x16933,MobiWorks,Backend Developer,https://www.linkedin.com/jobs/view/backend-developer-9036,CV_Thiago_2.pdf,"Q: Do you have work authorization in this country?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Salary expectations?
A: I have full authorization to work in the country.

Q: Salary expectations?
A: Manage level despite voice increase rise record almost huge.",2024-07-01,51
2025-01-24,madison.elliott1@example.com,51 8457 8317,BrightBridge,Software Engineer,https://www.linkedin.com/jobs/view/software-engineer-6139,LinkedIn_Resume_993.pdf,"Q: Describe a challenge you solved recently.
A: Expected salary: R$ 12609

Q: Preferred work model?
A: Prefer hybrid, 2-3 times a week in office.",2025-03-07,42
2025-04-28,catherine.shannon@hotmail.com,(084) 9551-5122,Helix Systems,Business Analyst,https://www.linkedin.com/jobs/view/business-analyst-6228,resume_2.pdf,"Q: What is your notice period?
A: My LinkedIn: http://lee-ramirez.net/

Q: What is your notice period?
A: Prefer hybrid, 2-3 times a week in office.",2025-06-04,37
2025-05-18,luiz.felipe.castro2025@outlook.com,524.214.9551x127,PurePharm,Customer Success Manager,https://www.linkedin.com/jobs/view/customer-success-manager-1881,LinkedIn_Resume_873.pdf,"Q: What is your notice period?
A: I have full authorization to work in the country.

Q: Describe a challenge you solved recently.
A: Expected salary: R$ 4665

Q: LinkedIn profile link?
A: My LinkedIn: https://nunes.br/",2025-05-27,9
2024-02-10,brittany.lin_app@hotmail.com,+55 51 4105 2769,PurePharm,Full Stack Developer,https://www.linkedin.com/jobs/view/full-stack-developer-4373,CV_Brittany_3.pdf,"Q: Do you have experience with remote teams?
A: Veniam commodi nihil labore animi quasi consectetur labore earum consectetur sapiente minima sequi expedita cum.

Q: LinkedIn profile link?
A: I have full authorization to work in the country.

Q: Preferred work model?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL",2024-03-24,43
2023-12-17,robert.collins@gmail.com,(084) 8660-3242,NeoBuild,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-2631,CV_Robert_4.pdf,"Q: Describe a challenge you solved recently.
A: Prefer hybrid, 2-3 times a week in office.

Q: LinkedIn profile link?
A: Expected salary: R$ 4848

Q: LinkedIn profile link?
A: I have full authorization to work in the country.",2024-01-17,31
2024-08-07,giovanna.jesus1@example.com,+1-091-508-6321x8122,Atlas Health,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-3627,resume_3.pdf,"Q: Describe a challenge you solved recently.
A: I have full authorization to work in the country.

Q: Salary expectations?
A: My LinkedIn: http://www.ribeiro.net/

Q: Preferred work model?
A: I have full authorization to work in the country.

Q: Why are you interested in this role?
A: I have full authorization to work in the country.

Q: Do you have experience with remote teams?
A: Expected salary: R$ 13355",2024-09-11,35
2024-05-20,enzo.gabriel.fogaça@outlook.com,001-021-158-6938,Skyline Solutions,Business Analyst,https://www.linkedin.com/jobs/view/business-analyst-3842,LinkedIn_Resume_797.pdf,"Q: Preferred work model?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: LinkedIn profile link?
A: I have full authorization to work in the country.

Q: LinkedIn profile link?
A: Prefer hybrid, 2-3 times a week in office.

Q: LinkedIn profile link?
A: Nihil quis velit unde natus aut enim modi exercitationem illum fugit laborum non alias eius.",2024-06-29,40
2024-09-04,maria.alice.nunes1@gmail.com,+55 (031) 6970-8386,CloudNine,HR Generalist,https://www.linkedin.com/jobs/view/hr-generalist-2435,resume_1.pdf,"Q: What is your notice period?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Do you have work authorization in this country?
A: Expected salary: R$ 11765",2024-10-28,54
2025-04-14,pedro.miguel.araújo1@example.com,0900-329-9819,InnovaLabs,Frontend Developer,https://www.linkedin.com/jobs/view/frontend-developer-2591,LinkedIn_Resume_683.pdf,"Q: Salary expectations?
A: Expected salary: R$ 15510

Q: Do you have work authorization in this country?
A: Prefer hybrid, 2-3 times a week in office.

Q: Describe a challenge you solved recently.
A: Prefer hybrid, 2-3 times a week in office.",2025-04-19,5
2025-10-23,carla.johnson.dds_app@outlook.com,+55 (084) 3727 1175,DataPulse,Product Manager,https://www.linkedin.com/jobs/view/product-manager-5648,CV_Carla_3.pdf,"Q: What is your notice period?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Do you have work authorization in this country?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: What is your notice period?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Do you have experience with remote teams?
A: I have full authorization to work in the country.

Q: Describe a challenge you solved recently.
A: Yeah able concern card worker happen rate step ground.",2025-12-07,45
2025-07-29,catherine.shannon@hotmail.com,(084) 9551-5122,Helix Systems,Business Analyst,https://www.linkedin.com/jobs/view/business-analyst-6185,resume_2.pdf,"Q: What is your notice period?
A: My LinkedIn: http://lee-ramirez.net/

Q: What is your notice period?
A: Prefer hybrid, 2-3 times a week in office.",2025-08-19,21
2024-12-17,anthony.baird_app@gmail.com,(081) 9626 3013,MarketMind,Project Coordinator,https://www.linkedin.com/jobs/view/project-coordinator-8029,CV_Anthony_2.pdf,"Q: Preferred work model?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: What is your notice period?
A: Expected salary: R$ 5682",2025-02-12,57
2024-05-01,michael.esparza2025@outlook.com,11 2812-9163,CloudNine,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-8987,CV_Michael_4.pdf,"Q: Preferred work model?
A: My LinkedIn: https://rodrigues.br/

Q: LinkedIn profile link?
A: Prefer hybrid, 2-3 times a week in office.

Q: Why are you interested in this role?
A: Notice period: 1 month

Q: Do you have experience with remote teams?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: What is your notice period?
A: Notice period: 2 weeks",2024-05-30,29
2024-11-13,helena.mendes@hotmail.com,(990)235-5770x2727,Echo Security,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-2514,resume_6.pdf,"Q: What is your notice period?
A: Time leg sport until argue minute north question new affect officer forward trouble somebody at.

Q: What is your notice period?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: What is your notice period?
A: My LinkedIn: http://www.hardy.biz/",2024-11-29,16
2024-09-03,luiz.henrique.gonçalves@outlook.com,+55 (011) 8596-9325,BlueLeaf,Product Manager,https://www.linkedin.com/jobs/view/product-manager-1168,resume_2.pdf,"Q: LinkedIn profile link?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Do you have work authorization in this country?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: LinkedIn profile link?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL",2024-09-20,17
2025-10-24,mrs..catherine.taylor1@hotmail.com,001-704-303-0548x687,MarketMind,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-3506,LinkedIn_Resume_945.pdf,"Q: Preferred work model?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: What is your notice period?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Preferred work model?
A: My LinkedIn: https://www.campos.br/

Q: Preferred work model?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL",2025-12-15,52
2025-06-27,theresa.smith2025@gmail.com,(424)462-6325,AlphaCreative,Frontend Developer,https://www.linkedin.com/jobs/view/frontend-developer-8757,CV_Theresa_2.pdf,"Q: What is your notice period?
A: Quisquam enim voluptatum porro odit asperiores culpa commodi.

Q: Do you have experience with remote teams?
A: I have full authorization to work in the country.

Q: Do you have experience with remote teams?
A: War rise treat per wide short yeah class garden miss ready create yard serious goal.

Q: Salary expectations?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Do you have work authorization in this country?
A: Yes — I collaborated with distributed teams across Americas and EMEA.",2025-07-29,32
2025-04-14,lucca.peixoto_app@outlook.com,802.942.4090x36788,ByteForge,Customer Success Manager,https://www.linkedin.com/jobs/view/customer-success-manager-9570,LinkedIn_Resume_252.pdf,"Q: Why are you interested in this role?
A: Notice period: 1 month

Q: Do you have work authorization in this country?
A: My LinkedIn: http://www.teixeira.br/",2025-05-22,38
2024-12-20,yago.ferreira_app@example.com,001-739-473-1217x271,InnovaLabs,Quality Assurance,https://www.linkedin.com/jobs/view/quality-assurance-9004,resume_1.pdf,"Q: What is your notice period?
A: Prefer hybrid, 2-3 times a week in office.

Q: Salary expectations?
A: My LinkedIn: https://www.bowman.biz/

Q: LinkedIn profile link?
A: I have full authorization to work in the country.

Q: Describe a challenge you solved recently.
A: My LinkedIn: https://frye.biz/

Q: Do you have work authorization in this country?
A: Notice period: 2 weeks",2025-01-16,27
2024-08-17,angela.williams.md2025@hotmail.com,267.149.4981,BlueLeaf,Marketing Specialist,https://www.linkedin.com/jobs/view/marketing-specialist-4433,resume_1.pdf,"Q: Describe a challenge you solved recently.
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Do you have experience with remote teams?
A: Prefer hybrid, 2-3 times a week in office.

Q: What is your notice period?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL",2024-08-27,10
2025-06-09,rebecca.zimmerman_app@gmail.com,+1-181-398-9098,BlueLeaf,Backend Developer,https://www.linkedin.com/jobs/view/backend-developer-8096,CV_Rebecca_4.pdf,"Q: Describe a challenge you solved recently.
A: Notice period: 2 weeks

Q: Why are you interested in this role?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Why are you interested in this role?
A: Expected salary: R$ 6248",2025-06-24,15
2025-06-05,jonathan.wagner1@hotmail.com,+1-588-006-1675,PurePharm,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-6747,LinkedIn_Resume_978.pdf,"Q: Describe a challenge you solved recently.
A: Notice period: immediate

Q: Describe a challenge you solved recently.
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL",2025-08-01,57
2024-04-18,valerie.wilson_app@example.com,(084) 7412-7469,TechWave,UX Designer,https://www.linkedin.com/jobs/view/ux-designer-3497,CV_Valerie_2.pdf,"Q: Why are you interested in this role?
A: Expected salary: R$ 14328

Q: Salary expectations?
A: Expected salary: R$ 11987

Q: Do you have experience with remote teams?
A: Suddenly center suddenly happen store report adult.

Q: Salary expectations?
A: Expected salary: R$ 18628

Q: Do you have experience with remote teams?
A: Expected salary: R$ 11345",2024-05-21,33
2023-12-31,ana.beatriz.porto2025@gmail.com,633.691.1289x812,NimbusAI,Backend Developer,https://www.linkedin.com/jobs/view/backend-developer-5653,CV_Ana_1.pdf,"Q: Preferred work model?
A: Expected salary: R$ 18211

Q: What is your notice period?
A: I have full authorization to work in the country.

Q: Describe a challenge you solved recently.
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: LinkedIn profile link?
A: Notice period: 1 month",2024-01-10,10
2025-04-07,srta..juliana.costa@gmail.com,878.293.1027,EduScale,Content Strategist,https://www.linkedin.com/jobs/view/content-strategist-7685,LinkedIn_Resume_711.pdf,"Q: Salary expectations?
A: I have full authorization to work in the country.

Q: What is your notice period?
A: My LinkedIn: https://viana.br/

Q: LinkedIn profile link?
A: Notice period: 1 month

Q: Salary expectations?
A: I have full authorization to work in the country.",2025-05-02,25
2025-01-30,richard.williams1@outlook.com,+55 21 0337-9337,MobiWorks,Customer Success Manager,https://www.linkedin.com/jobs/view/customer-success-manager-1186,resume_3.pdf,"Q: Why are you interested in this role?
A: Notice period: 1 month

Q: Salary expectations?
A: Expected salary: R$ 12946",2025-03-24,53
2024-06-23,dr..carlos.eduardo.gomes1@gmail.com,+1-978-403-6900x34324,Skyline Solutions,DevOps Engineer,https://www.linkedin.com/jobs/view/devops-engineer-7275,CV_Dr._3.pdf,"Q: Why are you interested in this role?
A: Eveniet ab quia cupiditate fugit provident magnam rerum rem asperiores similique.

Q: Salary expectations?
A: Expected salary: R$ 8892

Q: Salary expectations?
A: Expected salary: R$ 8471

Q: Do you have experience with remote teams?
A: Expected salary: R$ 14958

Q: Describe a challenge you solved recently.
A: Expected salary: R$ 18859",2024-07-25,32
2025-10-04,casey.gomez1@gmail.com,+55 (071) 6762 5153,Echo Security,Frontend Developer,https://www.linkedin.com/jobs/view/frontend-developer-8875,LinkedIn_Resume_213.pdf,"Q: Describe a challenge you solved recently.
A: My LinkedIn: https://www.almeida.br/

Q: What is your notice period?
A: Fear blue glass reveal I across issue culture more together improve tree.

Q: Do you have work authorization in this country?
A: Prefer hybrid, 2-3 times a week in office.

Q: Salary expectations?
A: Notice period: immediate

Q: Describe a challenge you solved recently.
A: My LinkedIn: https://hodges.org/",2025-11-02,29
2023-12-10,sra..maitê.fogaça1@gmail.com,(773)782-6398x21465,Helix Systems,Marketing Specialist,https://www.linkedin.com/jobs/view/marketing-specialist-6862,LinkedIn_Resume_735.pdf,"Q: What is your notice period?
A: Notice period: 30 days

Q: Preferred work model?
A: I have full authorization to work in the country.

Q: Salary expectations?
A: Yes — I collaborated with distributed teams across Americas and EMEA.",2024-02-03,55
2024-01-04,carlos.eduardo.oliveira_app@outlook.com,41 6450 5730,MobiWorks,Operations Manager,https://www.linkedin.com/jobs/view/operations-manager-2742,LinkedIn_Resume_445.pdf,"Q: Preferred work model?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Why are you interested in this role?
A: My LinkedIn: https://www.moraes.br/

Q: Describe a challenge you solved recently.
A: Notice period: 30 days

Q: Do you have experience with remote teams?
A: Expected salary: R$ 5637

Q: Describe a challenge you solved recently.
A: Corporis quis deserunt nulla eius dolore aliquid accusamus consequatur in deserunt.",2024-02-17,44
